text,id,annotation
@it.s_ti_ma راه اي مهرجان تيكون تحت الرعاية السامية للملك اما لي كيخلص هي الشركات الخاصة ها هو موازين شحال من عام حابس تزادت في البلاد شي حاجة؟,R_1598980754192958,['Financement']
#قاطعوا_kfc,R_1599027204207960,['hashtags boycott']
faudrait  boycotter les gens qui les invitent ce sont eux le soucis des sois disant patriotes qui invitent des  gens comme lui  chez nous Dehors 😡 on est contre sa venue qu’il reste chez lui ⛔️🛑,R_1599439767520089,[]
"اش خاصك يا لعريان
 موازين يا مولاي  ❗️

#مقاطعة_مهرجان_موازين",R_1601118054041869,['hashtags boycott']
"#مقاطعة_مهرجان_موازين
#أنقذوا_فلسطين_إنها_تُباد⁦🇵🇸⁩
#فلسطين_حرة_وستبقى_حرة⁦🇵🇸⁩
#قاطع_انت_من_تدفع_ثمن_رصاصهم💔",R_1602827843872812,['hashtags boycott']
Mourad,R_1602929440550324,['Outliers']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
قاطع ولو وحدك فإن الله سيسالك وحدك
#Save_Palestine_It_is_Exterminated🇵🇸
#israel_is_aterrorist_organization
#أنقذوا_فلسطين_إنها_تُباد
إِن يَنصُرْكُمُ اللَّهُ فَلَا غَالِبَ لَكُمْ ۖ وَإِن يَخْذُلْكُمْ فَمَن ذَا الَّذِي يَنصُرُكُم مِّن بَعْدِهِ ۗ وَعَلَى اللَّهِ فَلْيَتَوَكَّلِ الْمُؤْمِنُونَ ❤❤",R_1603121393806572,['hashtags boycott']
#مقاطعة الفساد و العري و المجون,R_1603610233761936,['hashtags boycott']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين
#مقاطعون_موازين
#خليه_يصفر",R_1604135367052053,['hashtags boycott']
#boycottmawazine,R_1605297760314505,['hashtags boycott']
"اللهم إنّا نبرأ من حولنا وقوّتنا وتدبيرنا إلى حولك وقوّتك وتدبيرك لا إله إلا أنت لا يعجزك شيء وأنت على كل شيء قدير. اللهم يا من لا يهزم جنده ولا يخلف وعده، ولا إله غيره، كُن لأهلنا في فلسطين عونًا ونصيرًا ومعينًا وظهيرًا..🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇯🇴""وَلَا تَحْسَبَنَّ الَّذِينَ قُتِلُوا فِي سَبِيلِ اللَّهِ أَمْوَاتًا بَلْ أَحْيَاءٌ عِنْدَ رَبِّهِمْ يُرْزَقُونَ"" 💔🇵🇸🇵🇸🇵🇸
#أنقذوا_فلسطين_إنها_تُباد🇵🇸 
#انقذوا_فلسطين
#انقذوا_فلسطين_بأكملها",R_1606102810180287,['Criticism of Festival - Palestine']
Trop bien 😍,R_1606143023575405,['Excited for Mawazine']
Je ne comprends pas pourquoi venir chez un pays considéré comme ennemi et faire tout pour que le concert soit une réussite c'est quoi cette hypocrisie ?et puis pourquoi les responsables marocains accepte ce beau à rien assister à un festival aussi important que MAWAZINE,R_1606719266833105,['critique Algerians']
تبا لاكوم ولي هدا موازين الناس تموت انتم ترقصون تبا لاكوم غلاء الاسعار امول ترح العاهرات على اقل اصلحوا بها بلاد هناك سبيطرات وفقراء نحن مزلنا نعيش الفقر 2024 مزال نعيش محال من الطوب والغيس وتروح تجيب وحدة عريانة تدي زبالة الفلوس روح عدنا الغرب غير 80 الف إبات إجر حتى الصباح مشي حشومة عليكوم نحن على ابواب عيد الاضحى حولي قد الكلب 3000درهم 4000درهم جايبن خنم من رومانيا 100 درهم الحولي تصمروه الشعب 100000درهم 8000درهم عايشين سياسة أوروبية وعقلية جاهلية تعاندونا مع أروبا غير واحد كيخدم فلاحة كيتخلص 14الف نهار جميع الحقوق محفوظة هنا 11 الحق عدنا حق واحد هوا تكلمتي الحبس ولا إريب لك سكن حتى الحرفة مدلولة ولات فهاد البلاد الكحلة,R_1607410736678016,['Citizens Priorities First']
"Quand je lis les commentaires, je me rend compte que les marocains khssara fihoum les événements culturels, peuple obscurantiste et triste 🤮",R_1608006526618525,['Autre']
#boycottmawazine,R_1608379863279899,['hashtags boycott']
Lhoucine Ait Ighess   ساميحينا يا ارظ الشرفاء,R_1609002633282394,['Criticism of Festival - Palestine']
"#🔴البوطة تزادت ب 10 دراهم إوا سير نت شطح و نشط مع راسك فالمهرجان 

#مقاطعة_مهرجان_موازين",R_1609860063168808,['hashtags boycott']
"نريد اجتماعات حقيقية:
 جودة التعليم
  مناقشة غلاء الأسعار
  حل مشكل البطالة
  مساعدة الفلاح الصغير
  مساعدة الفقراء والمحتاجين و الأرامل
أما إدا فتحنا باب الرياضة في الوطن الحبيب ،فمن هده الناحية وجب بناء ملاعب ومساحات خضراء في كل الأحياء ليستطيع الشباب تفريغ طاقتهم....ولكن للأسف لا نجد إلا المباني والمقاهي........",R_1609922346494954,['Citizens Priorities First']
"🇵🇸
#مقاطعة_مهرجان_موازين",R_1610388796415827,['hashtags boycott']
C'est une revenante 🤔🤔🤔🤔,R_1610665639696138,['discussing choices singers']
#قاطعوا_pizzahut,R_1611075836360458,['hashtags boycott']
Ragheb alama le seul le reste c du n importe koi,R_1611166669635901,['discussing choices singers']
#مقاطعة_مهرجان_موازين,R_1611360519657366,['hashtags boycott']
فراسكم كياخدو من 100 مليون ونتا طالع واش مراض في مخكم ما بغيناش اصلا موازين كيف كان صوت زين ولا خايب قالك طرب ولا زمر #مقاطعة-موازين,R_1611736279640191,['Extravagant Spending']
"#مقاطعة_موازين
#لا_للتفاهة_وغزة_في_إبادة
#لا_للحفلات_وغزة_في_معاناة
#مقاطعون_موازين_متضامنون_مع_فلسطين",R_1612399826189058,['hashtags boycott']
6ix9ine ----------->>,R_1613397742841396,['Demande_Singers']
Tolong lesserafim d undang lagi... Kemaren rating nya bintang 7 d Coachella,R_1613865532704557,['autre festivals']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين#مقاطعة_مهرجان_موازين
لا ترقص على دماء إخوانك 
#FreePalestine 
#FreeGazaحملات غربية لمقاطعة المشاهير الذين لم يتحدثوا عن المجازر، وحملات مقاطعة كبيرة للشركات
ونتا ما حشمتيش تمشي ل موازين، كون تحشم.
#مقاطعة_مهرجان_موازين#إسرائيل_أرهابيه
#تسقط_اسرائيل 
#أرفعوا_الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفض_اللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره 🤲هم يموتون حرباً، ونحن نموت قهرًا، هم تنزف دماؤهم، ونحن تنزف قلوبنا، هم الشهداء ونحن المصابون..
البـأس هُـنـاك ، والألـم هُـنـا يعصرُ اكبـادنـا.
 يـاغُـصة الـقـلب يافلسطين 🇵🇸.
#إسرائيل_أرهابيه
#تسقط_اسرائيل 
#أرفعوا_الهاشتاج
#GazaUnderAttack
#SaveGaza #Gaza_is_under_bombardment #gaza_under_attack_now
#Save_Gaza
#Support_Gaza
#savesheikhjarrah
#PLM
#PalestinianLivesMatter
#انقذوا_غزة
#غزة_تقصف
#غزة_تحت_القصف
#لن_نرحل
#القدس_تنتفض
#فلسطين_تنتفض_اللهم إني استودعتُك فلسطين وأهلَها، كبارَها وصغارَها، رجالَها ونساءَها، شبابَها وبناتِها، أرضَها وسماءَها، فاحفظها يا ربنا من كل سوء .. اللهم انصر المسلمين في فلسطين وثبت اقدامهم يارب ،،، حفظ الله المرابطين المجاهدين و ثبتهم الله و أيدهم بنصره.
#أنقذوا_فلسطين_إنها_تُباد🇵🇸
#فلسطين_قضيتنا
#شرف_نساء_فلسطين_ليس_هين.",R_1613998216015763,['hashtags boycott']
L'hologramme Tupac  a coûter plus que  200 000  dollars en 2012 . No comment,R_1614827462687236,['Oum Kaltoum - Hologram']
بعض النظر على أسلوبو المستفز: منصة سويسي مخصصة للغربي فقط... والنهضة للعربي. واش هو كيغني الغربي ؟,R_1614920322576260,['Festival Location']
و الحولي طالع ب10 euro,R_1614968115928864,['Criticism of Festival - Aid Adha']
"التعليم في الدرك الأسفل ( رتبة 154 عالميا ) وموازين على رأس قائمة الأولويات ... !
أين أدعياء التحديث وبناء التقدم؟
أبالتعليم تبنى المجتمعات أم بالرقص؟؟!!
#نعم_للتعليم_لا_للتخدير
   #لا_ترقص_🇲🇦_ #على_جُرْحِ_إخوانك_🇵🇸 ... !
  حملة #مقاطعة_مهرجان_موازين ...",R_1615091942609276,['hashtags boycott']
المسلمون غافلون عن المعركة اللتي تخوضها غزة نيابة عن أمة الإسلام وشرفاء العالم.. القدس مسرى النبي صلى الله عليه وسلم والقبلة الأولى للمسلمين الإسراء والمعراج . يوم لا ينفع مال ولا بنون الا من أتى الله بقلب سليم.. ندكر الغافلون أن الأرض اللتي نقاتل عليها اليوم هي أرض الإسراء والمعراج ...,R_1616705365846505,[]
"والحولي فايت 5000 درهم
#الحولي_ماشارينوش #",R_1616786992197321,['Criticism of Festival - Aid Adha']
Nous voulons donner le budget de Mafatin aux gens qui méritent.,R_1616872725819255,['discussing choices singers']
@re_reedaa 🏳️‍🌈,R_1617117325752476,['Outliers']
(أم كلثوم) بالنسبة درس( النسبة) لي في الجهوي كي غاتكتبها ليعرف يكتبها .,R_1617256195717445,['Oum Kaltoum - Hologram']
#مقاطعة_مهرجان_موازين,R_1618256218723045,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1618717865592812,['hashtags boycott']
@shrawya10 😂😂😂😂😂 متبقاوش تقولو هاد لهضرة راه كديرو ضحك فراسكم راه موازين شركات لي كتمولو,R_1619298348913146,['Financement']
"لا ترقص على جرح إخوانك 
#مقاطعة_مهرجان_موازين

✅️ أنشروا الهاشتاغ👌💯",R_1619308358852570,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1620545852037023,['hashtags boycott']
#Boycott_mawaziin,R_1621717908585811,['hashtags boycott']
Diva diva ❤️❤️❤️❤️,R_1621902101893010,['discussing choices singers']
Boycott mawazine,R_1621995535007569,['Boycott without reason']
Assad EL Redouane,R_1622242555242772,['Outliers']
#مقاطعة_مهرجان_موازين,R_1622685245174536,['hashtags boycott']
"لا ترقص على جراح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1624943194925945,['hashtags boycott']
"@soukainaelmourabit69 حاولي تفرقي اختي عاد هضري 
هاد لبنانيين و مصريين و خليجين كيجيبوهم لمنصة حي نهضة هي المنصة لي كان فيها سعد المجرد و اسماء المنور و حاتم عمور.
منصة سلا كيجيبو فيها مغنيين مغاربة جداد و لا راب..
منصة شالة داكشي ديال كناوة و الفن المغربي ثرات و شي اجانب داكشي فشكل.
و منصة السويسي مخصصينها لمغنيين عالميين (مالوما،شاكيرا،ترافيس،داويكند…..)ماكينش ريحت عربي و لا مغريبي طلع فيها اصلا",R_1625070571662801,['Festival Location']
Na9sna ri hade lkhra,R_1626903768045364,[]
#مقاطعة_مهرجان_موازين,R_1628130014612242,['hashtags boycott']
#مقاطعون_من_اجل_فلسطين #,R_1628601141294492,['hashtags boycott']
#مقاطعة_موازين,R_1628724647887642,['hashtags boycott']
#مقاطعون_موازين_متضامنون_مع_فلسطين #,R_1629993587813032,['hashtags boycott']
#مقاطعة_مهرجان_موازين لاترقص على جراح إخوانك 🇵🇸🇵🇸🇵🇸,R_1630774390826018,['hashtags boycott']
#مقاطعة_مهرجان_موازين,R_1631030417750769,['hashtags boycott']
"moi je vais vendre mon frère
Non mais il faut pas rater ça",R_1631654657684687,['Excited for Mawazine']
"موازين مهرجان الفاسقين والفاسقات الجمهور والمغنيين كلش الزبل
لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1631769164305756,['hashtags boycott']
"لا ترقص على جروح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1632019284229773,['hashtags boycott']
@7liwa,R_1632206984265557,[]
Balti❤️❤️,R_1632766187577185,['Balti - Polisario']
"لا ترقص على جرح إخوانك 🇵🇸
#مقاطعة_مهرجان_موازين",R_1633084247232492,['hashtags boycott']
Muslim lite,R_1634533957370129,['Criticism of Festival - Social Values']
#مقاطعة_مهرجان_موازين,R_1634674100692513,['hashtags boycott']
